date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:00:36	13018/13018	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/diplomacy.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/diplomacy.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:36	16285/16285	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/soccer.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/soccer.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:36	132873/132873	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/poc.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/poc.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:37	19049/19049	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/swap.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/swap.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:37	7466/7466	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/bswap.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/bswap.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:37	7892/7892	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/weakSquare.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/weakSquare.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:38	3770/3770	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/sandwich.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/sandwich.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:38	4319/4319	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/crabCity.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/crabCity.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:38	26042/26042	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/economy.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/economy.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:38	7502/7502	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/utchess.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/utchess.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:39	6384/6384	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/traitor.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/traitor.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:39	4970/4970	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/heisenberg.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/heisenberg.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:39	4226/4226	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/progPort.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/progPort.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:39	5603/5603	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/hyperspa.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/hyperspa.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:40	5533/5533	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/impossible.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/impossible.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:40	5912/5912	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/knight32.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/knight32.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:40	6711/6711	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/centralSqs.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/centralSqs.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:41	3575/3575	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/hell-heaven.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/hell-heaven.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:41	59431/59431	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/zork_and_turn.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/zork_and_turn.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:41	4561/4561	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/PromDem.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/PromDem.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:41	3515/3515	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/connect.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/connect.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:42	5731/5731	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/lightshadow.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/lightshadow.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:42	11737/11737	---M-Z	200	added ('OK')	text/plain	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/wsjk.zrf	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/wsjk.zrf	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:42	34274/34274	---M--	200	added ('OK')	application/zip	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/diff.zip	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/diff.zip	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:43	19035/19035	---M-Z	200	added ('OK')	text/plain	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/swap.zrf	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/swap.zrf	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:43	9830/9830	---M--	200	added ('OK')	application/zip	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/crab.zip	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/crab.zip	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:43	33849/33849	---M--	200	added ('OK')	application/zip	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/magnetic.zip	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/magnetic.zip	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:43	216/216	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Dec%202024%2009:00:41%20GMT	https://www.di.fc.ul.pt/~jpn/cv/prodem.zrf	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/prodem.2b.delayed	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:44	34625/34625	---M--	200	added ('OK')	application/zip	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/knight32.zip	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/knight32.zip	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:44	10306/10306	---M--	200	added ('OK')	application/zip	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/centralSQ.zip	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/centralSQ.zip	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:44	216/216	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Dec%202024%2009:00:41%20GMT	https://www.di.fc.ul.pt/~jpn/cv/images.zip	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/images.2e.delayed	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:44	29557/29557	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/retrochess.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/retrochess.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:45	27692/27692	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/skills.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/skills.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:45	44751/44751	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/hansGift.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/hansGift.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:45	12185/12185	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/ZRF2.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/ZRF2.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:46	47770/47770	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/mutators.htm	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/mutators.html	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:46	3086/3086	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/new.gif	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/new.gif	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:46	1241/1241	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/zog.gif	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/zog.gif	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:46	13784/13784	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/MSLogo.gif	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/MSLogo.gif	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:47	3627/3627	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/dome-04.gif	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/dome-04.gif	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:47	2350/2350	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/WCNet.gif	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/WCNet.gif	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:47	934/934	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/email.gif	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/email.gif	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:48	216/216	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Dec%202024%2009:00:45%20GMT	https://www.di.fc.ul.pt/~jpn/cv/cv_jpn.zip	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/cv_jpn.3a.delayed	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:48	905/905	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/zipped.gif	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/zipped.gif	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:48	1117/1117	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/webpage.gif	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/webpage.gif	(from https://www.di.fc.ul.pt/~jpn/cv/index.htm)
09:00:48	8654/8654	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/sidestep.gif	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/sidestep.gif	(from https://www.di.fc.ul.pt/~jpn/cv/hg2c-2.htm)
09:00:49	10153/10153	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/holes.gif	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/holes.gif	(from https://www.di.fc.ul.pt/~jpn/cv/knight32.htm)
09:00:49	7726/7726	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/holesEg1.gif	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/holesEg1.gif	(from https://www.di.fc.ul.pt/~jpn/cv/knight32.htm)
09:00:50	5354/5354	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/holesEg2.gif	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/holesEg2.gif	(from https://www.di.fc.ul.pt/~jpn/cv/knight32.htm)
09:00:50	5101/5101	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Nov%202024%2011:01:23%20GMT	https://www.di.fc.ul.pt/~jpn/cv/holesEg2a.gif	C:/Users/jpn3t/Dropbox/My%20Work/My%20Web%20Sites/chess%20variants/www.di.fc.ul.pt/_jpn/cv/holesEg2a.gif	(from https://www.di.fc.ul.pt/~jpn/cv/knight32.htm)
